time,x,der(x),der(der(x)),F_in,k,c,m
3.119999999999977,-0.1385173782647647,-0.103247982490794,0.2417653607555587,0,0,0,0
3.129999999999977,-0.1395379126373658,-0.1008371005476962,0.2403750131850621,0,0,0,0
3.139999999999977,-0.1405344071886892,-0.0984401745995321,0.2389745817882213,0,0,0,0
3.149999999999977,-0.1415070019738829,-0.0960573042829182,0.2375643062568011,0,0,0,0
3.159999999999977,-0.1424558380326185,-0.09368858684440433,0.2361444248770228,0,0,0,0
3.169999999999976,-0.1433810573652602,-0.09133411715457962,0.2347151745198398,0,0,0,0
3.179999999999976,-0.1442828029091755,-0.08899398772227453,0.2332767906314501,0,0,0,0
3.189999999999976,-0.1451612185151885,-0.08666828870885711,0.2318295072240456,0,0,0,0
3.199999999999976,-0.1460164489241762,-0.0843571079426199,0.2303735568667961,0,0,0,0
3.209999999999976,-0.1468486397438091,-0.0820605309332563,0.2289091706770654,0,0,0,0
3.219999999999975,-0.147657937425438,-0.0797786408864235,0.2274365783118615,0,0,0,0
3.229999999999975,-0.1484444892411251,-0.0775115187183896,0.2259560079595147,0,0,0,0
3.239999999999975,-0.1492084432608235,-0.07525924307076293,0.2244676863315865,0,0,0,0
3.249999999999975,-0.1499499483297039,-0.07302189032530117,0.2229718386550051,0,0,0,0
3.259999999999974,-0.1506691540456292,-0.07079953461879804,0.2214686886644273,0,0,0,0
3.269999999999974,-0.1513662107367799,-0.06859224785804488,0.2199584585948248,0,0,0,0
3.279999999999974,-0.1520412694394272,-0.06640009973486574,0.218441369174293,0,0,0,0
3.289999999999974,-0.1526944818758587,-0.06422315774122295,0.2169176396170817,0,0,0,0
3.299999999999974,-0.1533260004324548,-0.06206148718439108,0.2153874876168459,0,0,0,0
3.309999999999973,-0.1539359781379172,-0.05991515120219826,0.2138511293401155,0,0,0,0
3.319999999999973,-0.1545245686416504,-0.05778421077833027,0.2123087794199806,0,0,0,0
3.329999999999973,-0.1550919261922952,-0.05566872475769791,0.2107606509499931,0,0,0,0
3.339999999999973,-0.1556382056164188,-0.05356874986186373,0.2092069554782826,0,0,0,0
3.349999999999973,-0.1561635622973568,-0.05148434070452652,0.2076479030018833,0,0,0,0
3.359999999999972,-0.1566681521542119,-0.04941554980706172,0.2060837019612736,0,0,0,0
3.369999999999972,-0.157152131621008,-0.04736242761411504,0.204514559235123,0,0,0,0
3.379999999999972,-0.1576156576259995,-0.04532502250924799,0.2029406801352475,0,0,0,0
3.389999999999972,-0.1580588875711389,-0.04330338083063241,0.2013622684017713,0,0,0,0
3.399999999999971,-0.1584819793117008,-0.04129754688679262,0.1997795261984934,0,0,0,0
3.409999999999971,-0.1588850911360628,-0.03930756297239285,0.1981926541084557,0,0,0,0
3.419999999999971,-0.159268381745646,-0.0373334693840677,0.1966018511297137,0,0,0,0
3.429999999999971,-0.1596320102350129,-0.03537530443629436,0.1950073146713072,0,0,0,0
3.439999999999971,-0.1599761360721241,-0.03343310447730371,0.1934092405494278,0,0,0,0
3.44999999999997,-0.1603009190787561,-0.03150690390502906,0.1918078229837852,0,0,0,0
3.45999999999997,-0.1606065194110758,-0.02959673518309,0.1902032545941658,0,0,0,0
3.46999999999997,-0.1608930975403776,-0.02770262885680969,0.1885957263971872,0,0,0,0
3.47999999999997,-0.1611608142339797,-0.02582461356926395,0.1869854278032437,0,0,0,0
3.48999999999997,-0.1614098305362813,-0.02396271607735962,0.1853725466136409,0,0,0,0
3.499999999999969,-0.1616403077499801,-0.02211696126794072,0.1837572690179208,0,0,0,0
3.509999999999969,-0.1618524074174517,-0.02028737217392044,0.1821397795913722,0,0,0,0
3.519999999999969,-0.162046291302291,-0.01847396999043707,0.1805202612927281,0,0,0,0
3.529999999999969,-0.1622221213710131,-0.01667677409103205,0.1788988954620452,0,0,0,0
3.539999999999969,-0.162380059774919,-0.01489580204384825,0.1772758618187673,0,0,0,0
3.549999999999968,-0.1625202688321207,-0.01313106962784676,0.1756513384599674,0,0,0,0
3.559999999999968,-0.1626429110097304,-0.01138259084904036,0.1740255018587708,0,0,0,0
3.569999999999968,-0.1627481489062112,-0.009650377956741832,0.1723985268629531,0,0,0,0
3.579999999999968,-0.1628361452338907,-0.007934441459825385,0.1707705866937161,0,0,0,0
3.589999999999967,-0.1629070628016362,-0.006234790142999531,0.1691418529446357,0,0,0,0
3.599999999999967,-0.162961064497696,-0.004551431083089476,0.1675124955807854,0,0,0,0
3.609999999999967,-0.1629983132726983,-0.002884369665327567,0.1658826829380259,0,0,0,0
3.619999999999967,-0.1630189721228181,-0.001233609599649854,0.164252581722468,0,0,0,0
3.629999999999967,-0.1630232040731042,0.0004008470630027429,0.1626223570101014,0,0,0,0
3.639999999999966,-0.1630111721609694,0.002018999914380419,0.160992172246589,0,0,0,0
3.649999999999966,-0.1629830394198452,0.003620850172619251,0.1593621892472259,0,0,0,0
3.659999999999966,-0.1629389688629981,0.005206400665936362,0.1577325681970617,0,0,0,0
3.669999999999966,-0.1628791234675095,0.006775655816327127,0.1561034676511824,0,0,0,0
3.679999999999966,-0.1628036661584191,0.008328621623266018,0.1544750445351531,0,0,0,0
3.689999999999965,-0.1627127597930304,0.009865305647412672,0.1528474541456178,0,0,0,0
3.699999999999965,-0.1626065671453789,0.0113857169943247,0.1512208501510542,0,0,0,0
3.709999999999965,-0.162485250890865,0.01288986629817891,0.1495953845926861,0,0,0,0
3.719999999999965,-0.1623489735910472,0.01437776570550235,0.1479712078855448,0,0,0,0
3.729999999999964,-0.1621978976785998,0.0158494288589148,0.146348468819685,0,0,0,0
3.739999999999964,-0.1620321854424319,0.01730487088088413,0.1447273145615478,0,0,0,0
3.749999999999964,-0.1618519990129697,0.01874410835749602,0.1431078906554737,0,0,0,0
3.759999999999964,-0.1616575003476005,0.02016715932223967,0.1414903410253608,0,0,0,0
3.769999999999964,-0.1614488512162781,0.02157404323981063,0.1398748079764675,0,0,0,0
3.779999999999963,-0.1612262131872922,0.0229647809899326,0.1382614321973596,0,0,0,0
3.789999999999963,-0.1609897476131971,0.02433939485119926,0.1366503527619978,0,0,0,0
3.799999999999963,-0.1607396156169033,0.02569790848493774,0.1350417071319656,0,0,0,0
3.809999999999963,-0.1604759780779297,0.02704034691909507,0.1334356311588347,0,0,0,0
3.819999999999963,-0.1601989956188173,0.02836673653214905,0.1318322590866683,0,0,0,0
3.829999999999962,-0.1599088285917032,0.02967710503704464,0.1302317235546585,0,0,0,0
3.839999999999962,-0.1596056370650556,0.03097148146515761,0.128634155599898,0,0,0,0
3.849999999999962,-0.159289580810569,0.03224989615028653,0.1270396846602824,0,0,0,0
3.859999999999962,-0.1589608192902178,0.03351238071267428,0.1254484385775435,0,0,0,0
3.869999999999961,-0.1586195116434725,0.03475896804306085,0.1238605436004117,0,0,0,0
3.879999999999961,-0.1582658166746725,0.03598969228676809,0.1222761243879044,0,0,0,0
3.889999999999961,-0.1578998928405592,0.03720458882781819,0.1206953040127411,0,0,0,0
3.899999999999961,-0.1575218982379677,0.03840369427308688,0.1191182039648808,0,0,0,0
3.909999999999961,-0.1571319905916756,0.03958704643649268,0.1175449441551829,0,0,0,0
3.91999999999996,-0.1567303272424123,0.04075468432322323,0.1159756429191891,0,0,0,0
3.92999999999996,-0.1563170651350228,0.04190664811400026,0.1144104170210225,0,0,0,0
3.93999999999996,-0.1558923608067908,0.04304297914938383,0.112849381657407,0,0,0,0
3.94999999999996,-0.1554563703759178,0.0441637199141177,0.1112926504618001,0,0,0,0
3.95999999999996,-0.1550092495301581,0.04526891402151651,0.1097403355086416,0,0,0,0
3.969999999999959,-0.1545511535156109,0.04635860619789586,0.108192547317715,0,0,0,0
3.979999999999959,-0.1540822371256662,0.04743284226704662,0.1066493948586196,0,0,0,0
3.989999999999959,-0.1536026546901081,0.04849166913475494,0.1051109855553532,0,0,0,0
3.999999999999959,-0.1531125600643704,0.04953513477336784,0.1035774252910025,0,0,0,0
4.009999999999959,-0.1526121066189466,0.05056328820640697,0.1020488184125396,0,0,0,0
